t,P,dP_dt
30.907180786132812,101.35002899169922,0.014807179570198059
10.323864936828613,101.0649642944336,0.3067231774330139
10.72514533996582,101.17172241210938,0.19758808612823486
20.839767456054688,101.2744140625,0.0923963114619255
54.02800750732422,101.39820861816406,-0.0346897691488266
38.36627197265625,101.41685485839844,-0.053855374455451965
17.322664260864258,101.35802459716797,0.0065970406867563725
40.3372688293457,101.27314758300781,0.09369663149118423
12.89677906036377,101.3475570678711,0.017340874299407005
47.855369567871094,101.3951416015625,-0.03153897449374199
29.8803768157959,101.33062744140625,0.03472471237182617
10.359272003173828,101.0767593383789,0.29467591643333435
38.767555236816406,101.4208755493164,-0.0579925999045372
18.21964454650879,101.41944122314453,-0.05652007833123207
13.958992004394531,101.346435546875,0.01849273033440113
9.30886173248291,100.50505828857422,0.8753988742828369
18.302261352539062,101.4235610961914,-0.06075611338019371
35.014404296875,101.41311645507812,-0.050011903047561646
26.540307998657227,101.34317779541016,0.021839534863829613
46.82856750488281,101.32928466796875,0.036101896315813065
6.570713996887207,88.56413269042969,11.526158332824707
1.507501482963562,2.3216376304626465,3.424992084503174
34.601318359375,101.3820571899414,-0.01808941178023815
47.83176803588867,101.39466857910156,-0.03105045109987259
48.28025436401367,101.39144897460938,-0.02773868851363659
2.546109199523926,8.599655151367188,9.43052864074707
49.790958404541016,101.31534576416016,0.05040712282061577
9.5213041305542,100.66680145263672,0.7117571830749512
13.54590892791748,101.34452056884766,0.02046358957886696
48.50450134277344,101.38074493408203,-0.016742104664444923
24.817163467407227,101.35933685302734,0.005244809202849865
50.35747146606445,101.36299896240234,0.0014877081848680973
30.269853591918945,101.31776428222656,0.047927528619766235
38.130226135253906,101.3994140625,-0.03592728078365326
24.82896614074707,101.35985565185547,0.004717680625617504
3.3840768337249756,19.75534439086914,17.583444595336914
32.18183517456055,101.40132904052734,-0.03790077194571495
3.679135799407959,25.419212341308594,20.69399070739746
16.732545852661133,101.34754943847656,0.017353063449263573
51.20724105834961,101.41401672363281,-0.05093659088015556
20.863372802734375,101.27395629882812,0.09286442399024963
50.94758987426758,101.40778350830078,-0.044529303908348083
11.468693733215332,101.25835418701172,0.10885833948850632
46.427284240722656,101.3102035522461,0.05568201094865799
42.81576156616211,101.3320541381836,0.03326062485575676
47.93798828125,101.39624786376953,-0.03267080336809158
9.16723346710205,100.37374877929688,1.007869005203247
27.13042640686035,101.34632110595703,0.01861637830734253
20.686336517333984,101.28044891357422,0.08620573580265045
13.498700141906738,101.34494018554688,0.02003200724720955
4.139427661895752,35.94202423095703,24.719545364379883
30.564912796020508,101.3254165649414,0.04007703438401222
45.15262985229492,101.38838195800781,-0.024591339752078056
49.80276107788086,101.31595611572266,0.049782250076532364
49.330665588378906,101.32040405273438,0.04521828144788742
5.2960591316223145,65.80022430419922,24.0013484954834
26.858972549438477,101.33915710449219,0.025971919298171997
11.82276439666748,101.29056549072266,0.07583502680063248
44.69233703613281,101.38809967041016,-0.02430369146168232
20.66273307800293,101.28179931640625,0.08482017368078232
21.984596252441406,101.3600082397461,0.004555033519864082
44.68053436279297,101.38768768310547,-0.02387784607708454
19.329065322875977,101.41131591796875,-0.048165060579776764
49.0238037109375,101.34208679199219,0.02296321652829647
48.126827239990234,101.39543914794922,-0.03184261918067932
11.96439266204834,101.30297088623047,0.06310825049877167
43.51210403442383,101.293701171875,0.07261832058429718
43.59471893310547,101.29927062988281,0.06689977645874023
15.72934627532959,101.3707046508789,-0.006426998879760504
52.658931732177734,101.30496215820312,0.06105984002351761
3.5021004676818848,21.909835815429688,18.84564971923828
52.89497756958008,101.29229736328125,0.07405197620391846
28.617523193359375,101.39647674560547,-0.032910529524087906
44.78675842285156,101.39069366455078,-0.026966623961925507
41.10441970825195,101.35612487792969,0.008549788035452366
4.788557529449463,52.87742614746094,26.500267028808594
37.410282135009766,101.31050872802734,0.05536872521042824
20.768953323364258,101.27657318115234,0.09018296748399734
42.44989013671875,101.37200164794922,-0.007761845830827951
2.2746548652648926,6.3213276863098145,7.401087760925293
44.05501174926758,101.34233093261719,0.022709548473358154
46.710540771484375,101.32080841064453,0.04480408504605293
47.064613342285156,101.3484878540039,0.016391975805163383
35.75794982910156,101.39991760253906,-0.03644237294793129
13.30986213684082,101.34683990478516,0.01807825267314911
14.643528938293457,101.3653335571289,-0.0009119307505898178
46.23844909667969,101.31513214111328,0.050626274198293686
6.4644927978515625,87.28850555419922,12.49703598022461
51.077415466308594,101.41217041015625,-0.04904527589678764
50.49909973144531,101.37635040283203,-0.012227107770740986
5.744548797607422,75.6904525756836,19.844520568847656
12.601720809936523,101.34131622314453,0.023755351081490517
43.45309066772461,101.29145050048828,0.07492407411336899
34.67213439941406,101.38882446289062,-0.025048892945051193
21.842967987060547,101.34834289550781,0.016534829512238503
13.876375198364258,101.34486389160156,0.02011306956410408
6.252050399780273,84.41671752929688,14.56474494934082
20.391277313232422,101.30342864990234,0.06263656169176102
34.62492370605469,101.38436126708984,-0.020461203530430794
24.380475997924805,101.33658599853516,0.028612157329916954
53.060211181640625,101.29230499267578,0.07404673844575882
31.733346939086914,101.40299987792969,-0.03961341455578804
15.741147994995117,101.37049102783203,-0.006210371386259794
51.053810119628906,101.41156005859375,-0.04841512069106102
50.91218185424805,101.40615844726562,-0.042864877730607986
10.89037799835205,101.20024108886719,0.16839265823364258
14.112422943115234,101.35020446777344,0.014625717885792255
33.303062438964844,101.31751251220703,0.04818201810121536
21.38267707824707,101.30229949951172,0.06379727274179459
35.32126235961914,101.4192886352539,-0.05635637789964676
51.40788269042969,101.41165161132812,-0.04850999638438225
22.338666915893555,101.37867736816406,-0.01461839023977518
18.137027740478516,101.41475677490234,-0.05170133337378502
17.570514678955078,101.374267578125,-0.010088122449815273
2.7113423347473145,10.272759437561035,10.835142135620117
12.920384407043457,101.34777069091797,0.017124218866229057
23.03500747680664,101.3653564453125,-0.0009387034806422889
51.112823486328125,101.41293334960938,-0.04982708394527435
