epsilon,T,sigma
0.06913382560014725,307.5669250488281,26.43475341796875
0.39595919847488403,470.9795837402344,42.62339782714844
0.4829765856266022,514.48828125,44.531715393066406
0.1885577142238617,367.27886962890625,34.984806060791016
0.2971794307231903,421.5897216796875,40.18408203125
0.300180047750473,423.09002685546875,40.58804702758789
0.0006001200526952744,273.300048828125,7.466781139373779
0.0409281849861145,293.4640808105469,22.879364013671875
0.2268453687429428,386.4226989746094,36.59522247314453
0.06685337424278259,306.42669677734375,26.01959800720215
0.26741349697113037,406.7067565917969,37.33329391479492
0.2458091676235199,395.9045715332031,37.52800750732422
0.29093819856643677,418.4690856933594,38.59478759765625
0.5097419619560242,527.8709716796875,46.75178146362305
0.3785557150840759,462.2778625488281,41.729759216308594
0.18675735592842102,366.378662109375,35.357791900634766
0.24280856549739838,394.4042663574219,36.407222747802734
0.16731345653533936,356.65673828125,33.041255950927734
0.19191838800907135,368.9591979980469,34.24412155151367
0.4162432551383972,481.1216125488281,42.90774154663086
0.5162232518196106,531.1116333007812,46.348079681396484
0.38311663269996643,464.5583190917969,42.01830291748047
0.398479700088501,472.2398376464844,44.355220794677734
0.10334067046642303,324.67034912109375,29.19135856628418
0.05221044272184372,299.105224609375,24.459476470947266
0.5367473363876343,541.3736572265625,49.128089904785156
0.2110022008419037,378.5010986328125,36.694114685058594
0.46125224232673645,503.6261291503906,46.530677795410156
0.313502699136734,429.7513427734375,40.82014846801758
0.03768753632903099,291.8437805175781,22.569623947143555
0.09721944481134415,321.6097106933594,29.403141021728516
0.3131426274776459,429.5713195800781,40.967769622802734
0.01572314463555813,280.861572265625,17.774497985839844
0.5211442112922668,533.5721435546875,45.98347091674805
0.01452290453016758,280.2614440917969,17.422988891601562
0.17931586503982544,362.6579284667969,33.64727783203125
0.4060412049293518,476.0205993652344,41.76927947998047
0.16215242445468903,354.0762023925781,33.87144470214844
0.12638527154922485,336.192626953125,31.167436599731445
0.18687736988067627,366.4386901855469,35.346378326416016
0.4622124433517456,504.1062316894531,46.84103775024414
0.08065613359212875,313.32806396484375,27.410146713256836
0.4539307951927185,499.96539306640625,44.04490661621094
0.3091818392276764,427.5909118652344,40.37136459350586
0.042728547006845474,294.3642578125,23.16756248474121
0.21124224364757538,378.6211242675781,36.70433807373047
0.07261452078819275,309.3072509765625,27.136449813842773
0.016083216294646263,281.0415954589844,17.87913703918457
0.31710341572761536,431.55169677734375,39.14057540893555
0.07021404057741165,308.1070251464844,26.68690299987793
0.3083416819572449,427.17083740234375,39.85490036010742
0.07513502985239029,310.5675048828125,27.228750228881836
0.11006201058626175,328.031005859375,30.457265853881836
0.5206641554832458,533.3320922851562,45.57748031616211
0.40940189361572266,477.700927734375,43.726924896240234
0.5116623044013977,528.8311767578125,48.310516357421875
0.02712542563676834,286.5627136230469,20.562610626220703
0.30774155259132385,426.87078857421875,39.49065399169922
0.01896379329264164,282.4819030761719,18.729814529418945
0.43688738346099854,491.4436950683594,45.92806625366211
0.4918583631515503,518.92919921875,44.96638870239258
0.3819163739681244,463.95819091796875,41.309837341308594
0.3119423985481262,428.97119140625,41.23493194580078
0.358391672372818,452.1958312988281,41.483619689941406
0.3576715290546417,451.83575439453125,41.001808166503906
0.4352070391178131,490.603515625,45.08993148803711
0.41660332679748535,481.3016662597656,42.67861557006836
0.1565113067626953,351.2556457519531,32.73886489868164
0.3279055953025818,436.9527893066406,40.28591537475586
0.40292057394981384,474.4602966308594,43.05172348022461
0.3385877311229706,442.2938537597656,41.80610656738281
0.36607322096824646,456.03662109375,41.27941131591797
0.06565313041210175,305.8265686035156,25.91962432861328
0.3821564316749573,464.0782165527344,41.42329406738281
0.04452890530228615,295.26446533203125,23.552417755126953
0.4757751524448395,510.8875732421875,47.17790222167969
0.44060811400413513,493.3040466308594,44.25476837158203
0.4066413342952728,476.3206787109375,41.896759033203125
