epsilon,T,sigma
0.3041408360004425,425.0704040527344,124.36534881591797
0.09481896460056305,320.40948486328125,5.084651947021484
0.09889978170394897,322.44989013671875,6.344221591949463
0.20176035165786743,373.88018798828125,54.53036880493164
0.5392678380012512,542.6339111328125,332.6990966796875
0.37999600172042847,462.99798583984375,185.63522338867188
0.16599319875240326,355.9966125488281,34.695369720458984
0.40004000067710876,473.0199890136719,202.90353393554688
0.12098419666290283,333.4920959472656,14.184389114379883
0.47649529576301575,511.2476501464844,272.2427978515625
0.2936987280845642,419.849365234375,116.49759674072266
0.09517903625965118,320.5895080566406,5.1932454109191895
0.3840768039226532,465.0384216308594,189.11737060546875
0.17511501908302307,360.5575256347656,39.48461151123047
0.13178636133670807,338.8931884765625,18.592548370361328
0.08449690043926239,315.2484436035156,2.190415620803833
0.17595519125461578,360.97760009765625,39.93539810180664
0.3459091782569885,445.95458984375,157.25770568847656
0.2597319483757019,402.865966796875,91.99034118652344
0.46605321764945984,506.026611328125,262.4747619628906
0.05665133148431778,301.3256530761719,-3.2015368938446045
0.00516103208065033,275.58050537109375,3.332218885421753
0.34170833230018616,443.8541564941406,153.85206604003906
0.47625523805618286,511.12762451171875,272.0172424316406
0.48081615567207336,513.4080810546875,276.3101806640625
0.01572314463555813,280.861572265625,-1.3485907316207886
0.4961792230606079,521.089599609375,290.8892517089844
0.0866573303937912,316.32867431640625,2.7602620124816895
0.1275855153799057,336.7927551269531,16.836488723754883
0.4830966293811798,514.54833984375,278.4627685546875
0.24220843613147736,394.1042175292969,80.04719543457031
0.5019403696060181,523.97021484375,296.4024353027344
0.2976595461368561,421.82977294921875,119.46426391601562
0.3775955140590668,461.7977600097656,183.5950927734375
0.2423284649848938,394.16424560546875,80.12727355957031
0.024244848638772964,285.1224365234375,-3.2105712890625
0.31710341572761536,431.55169677734375,134.33631896972656
0.027245448902249336,286.6227111816406,-3.6190106868743896
0.15999199450016022,352.9960021972656,31.652381896972656
0.5105820894241333,528.2910766601562,304.718017578125
0.20200039446353912,374.0002136230469,54.67266845703125
0.5079416036605835,526.9707641601562,302.17138671875
0.1064612939953804,326.23065185546875,8.840118408203125
0.4619723856449127,503.9862060546875,258.68145751953125
0.4252450466156006,485.6225280761719,225.1819305419922
0.47733545303344727,511.667724609375,273.0325012207031
0.08305661380290985,314.5283203125,1.821489691734314
0.26573315262794495,405.8665771484375,96.19380950927734
0.20020003616809845,373.1000061035156,53.6082649230957
0.12710541486740112,336.5527038574219,16.639135360717773
0.031926386058330536,288.96319580078125,-4.050390720367432
0.3006601333618164,423.330078125,121.72615814208984
0.44900980591773987,497.5049133300781,246.72433471679688
0.49629926681518555,521.149658203125,291.00384521484375
0.49149829149246216,518.7491455078125,286.4280700683594
0.043688736855983734,294.8443603515625,-4.2206854820251465
0.2629725933074951,404.4862976074219,94.25321960449219
0.11006201058626175,328.031005859375,10.09957218170166
0.4443288743495941,495.1644287109375,242.44168090820312
0.19995999336242676,372.9800109863281,53.46683883666992
0.2134026736021042,379.70135498046875,61.56265640258789
0.4442088305950165,495.10443115234375,242.33212280273438
0.18639728426933289,366.1986389160156,45.66960144042969
0.4883776903152466,517.1888427734375,283.46319580078125
0.4792558550834656,512.6279296875,274.8396911621094
0.11150229722261429,328.75115966796875,10.615747451782227
0.43232646584510803,489.1632385253906,231.54833984375
0.43316662311553955,489.58331298828125,232.3066864013672
0.149789959192276,347.8949890136719,26.6848201751709
0.5253450870513916,535.6725463867188,319.04736328125
0.025445088744163513,285.7225341796875,-3.387286901473999
0.5277455449104309,536.872802734375,321.3916931152344
0.2808561623096466,413.4281005859375,107.03094482421875
0.4452890455722809,495.64453125,243.31863403320312
0.4078415632247925,476.9207763671875,209.73399353027344
0.038527704775333405,292.26385498046875,-4.291326999664307
0.37027406692504883,458.13702392578125,177.41075134277344
0.20104020833969116,373.5201110839844,54.10417556762695
0.421524316072464,483.76214599609375,221.85531616210938
0.012962592765688896,279.4812927246094,-0.45928001403808594
0.4378475546836853,491.9237976074219,236.5434112548828
0.4648529589176178,505.4264831542969,261.357666015625
0.46845370531082153,507.2268371582031,264.7124938964844
0.35347068309783936,449.7353515625,163.43992614746094
0.1251850426197052,335.592529296875,15.856672286987305
0.13874775171279907,342.3738708496094,21.61518669128418
0.4600520133972168,503.0260009765625,256.9011535644531
0.05557111278176308,300.7855529785156,-3.3278591632843018
0.5092618465423584,527.6309204101562,303.4440612792969
0.5033806562423706,524.6903076171875,297.7845764160156
0.04824965074658394,297.12481689453125,-3.9909656047821045
0.11798359453678131,331.9917907714844,13.023673057556152
0.431726336479187,488.8631591796875,231.00704956054688
0.3424284756183624,444.2142333984375,154.4344024658203
0.21196238696575165,378.981201171875,60.67840576171875
0.13094618916511536,338.47308349609375,18.23717498779297
0.05341068282723427,299.7053527832031,-3.5591468811035156
0.19719943404197693,371.5997314453125,51.84885025024414
0.34194839000701904,443.97418212890625,154.04611206054688
0.2377675473690033,391.8837890625,77.10169219970703
0.529425859451294,537.7129516601562,323.03509521484375
0.31254249811172485,429.271240234375,130.8027801513672
0.14990998804569244,347.9549865722656,26.74171257019043
0.5090218186378479,527.5109252929688,303.2125549316406
0.5075815320014954,526.790771484375,301.8244934082031
0.1005801185965538,323.2900695800781,6.880973815917969
0.13334666192531586,339.67333984375,19.25797462463379
0.3285056948661804,437.2528381347656,143.2867889404297
0.2072814553976059,376.6407165527344,57.83220291137695
0.3490298092365265,447.514892578125,159.80105590820312
0.5126225352287292,529.311279296875,306.6893005371094
0.21700340509414673,381.501708984375,63.79053497314453
0.17427486181259155,360.1374206542969,39.035430908203125
0.1685137003660202,357.2568664550781,35.999237060546875
0.017403481528162956,281.7017517089844,-1.8118786811828613
0.12122424691915512,333.61212158203125,14.278472900390625
0.22408482432365417,385.04241943359375,68.24269104003906
0.5096219182014465,527.8109741210938,303.7913818359375
0.029165832325816154,287.5829162597656,-3.8246419429779053
0.5305060744285583,538.2530517578125,324.09259033203125
0.3105021119117737,428.25103759765625,129.23080444335938
0.2816963493824005,413.8481750488281,107.64299774169922
0.4844168722629547,515.2084350585938,279.7108459472656
0.1944388896226883,370.2194519042969,50.24647903442383
0.20668134093284607,376.3406677246094,57.47039031982422
0.12722544372081757,336.61273193359375,16.68840789794922
0.4102420508861542,478.12103271484375,211.8476104736328
0.4394078850746155,492.7039489746094,237.95997619628906
0.06649329513311386,306.24664306640625,-1.7431966066360474
0.2198839783668518,382.9419860839844,65.59037780761719
0.17943589389324188,362.71795654296875,41.81993103027344
0.0502900592982769,298.14501953125,-3.8411967754364014
0.3076215386390686,426.8107604980469,127.02088928222656
0.5089017748832703,527.4508666992188,303.0968322753906
0.030126025900244713,288.0630187988281,-3.912219762802124
0.26357272267341614,404.7863464355469,94.67407989501953
0.5297859311103821,537.8930053710938,323.38751220703125
0.3078615665435791,426.9307861328125,127.20462799072266
0.16539308428764343,355.696533203125,34.38715362548828
0.2682536542415619,407.1268310546875,97.9759521484375
0.45213043689727783,499.0652160644531,249.5899200439453
0.36499300599098206,455.4964904785156,172.98605346679688
0.494858980178833,520.4295043945312,289.6293029785156
0.45537108182907104,500.685546875,252.57449340820312
0.46929386258125305,507.6469421386719,265.4967956542969
0.49821963906288147,522.1098022460938,292.8390197753906
0.5103420615196228,528.1710205078125,304.4862976074219
0.39967992901802063,472.8399658203125,202.58973693847656
0.26621323823928833,406.10662841796875,96.53250885009766
0.11462292820215225,330.31146240234375,11.757925033569336
0.19647929072380066,371.2396545410156,51.42932891845703
0.0890578106045723,317.5289001464844,3.4161367416381836
0.1530306041240692,349.5152893066406,28.23402976989746
0.5121424198150635,529.0712280273438,306.2251892089844
0.18387678265571594,364.9383850097656,44.26350402832031
0.05713142454624176,301.5657043457031,-3.1431524753570557
0.4466093182563782,496.3046569824219,244.52574157714844
0.5109421610832214,528.4710693359375,305.065673828125
0.08197639882564545,313.9881896972656,1.5506460666656494
0.48105621337890625,513.528076171875,276.53656005859375
0.02736547216773033,286.6827392578125,-3.6330904960632324
0.1917983591556549,368.899169921875,48.72857666015625
0.4145629107952118,480.2814636230469,215.6660919189453
0.061692338436841965,303.8461608886719,-2.5217764377593994
0.0877375453710556,316.8687744140625,3.052478075027466
0.1393478661775589,342.6739196777344,21.882173538208008
0.07021404057741165,308.1070251464844,-1.0569788217544556
0.10934186726808548,327.6709289550781,9.844120979309082
0.12470494210720062,335.35247802734375,15.662805557250977
0.30774155259132385,426.87078857421875,127.11274719238281
0.051130227744579315,298.56512451171875,-3.7714598178863525
0.5222244262695312,534.1122436523438,316.0056457519531
0.4185236990451813,482.2618408203125,219.1819610595703
0.4474494755268097,496.7247314453125,245.294677734375
0.2318863719701767,388.94317626953125,73.25328826904297
0.3916383385658264,468.81915283203125,195.61532592773438
0.10802160203456879,327.01080322265625,9.38039779663086
0.004320864100009203,275.1604309082031,3.9267327785491943
0.16107220947742462,353.5361022949219,32.19364547729492
0.018363673239946365,282.18182373046875,-2.0531063079833984
0.10694138705730438,326.470703125,9.005457878112793
0.04464893043041229,295.324462890625,-4.1848249435424805
0.34014803171157837,443.0740051269531,152.5924530029297
0.11558311432600021,330.79156494140625,12.115825653076172
0.13226644694805145,339.13323974609375,18.796541213989258
0.08761752396821976,316.80877685546875,3.0197718143463135
0.005401080008596182,275.7005310058594,3.1724116802215576
0.26897379755973816,407.4869079589844,98.48693084716797
0.3773554563522339,461.677734375,183.39141845703125
0.2660932242870331,406.0466003417969,96.44779968261719
0.35191038250923157,448.9552001953125,162.1588134765625
0.23368673026561737,389.8433837890625,74.42495727539062
0.1787157505750656,362.3578796386719,41.42779541015625
0.4376075267791748,491.80377197265625,236.32566833496094
0.03132626414299011,288.66314697265625,-4.008023738861084
0.22792558372020721,386.9627990722656,70.69580841064453
0.38083615899086,463.4180908203125,186.3507080078125
0.3342668414115906,440.1334228515625,147.87098693847656
0.5188637971878052,532.431884765625,312.7375183105469
0.326825350522995,436.4126892089844,141.9574737548828
0.3927185535430908,469.3592834472656,196.5483856201172
0.15627124905586243,351.1356201171875,29.810165405273438
0.0912182405591011,318.609130859375,4.026430130004883
0.3377475440502167,441.873779296875,150.6602783203125
