x,t,dv_dt
0.46490296721458435,4.608922004699707,-1.293558955192566
1.827014684677124,26.397279739379883,-2.043735980987549
0.8169528841972351,32.19844055175781,-1.0607761144638062
-1.0304169654846191,12.570513725280762,1.6145942211151123
1.8497446775436401,19.811962127685547,-2.1226255893707275
2.06644344329834,20.01200294494629,-2.29779314994812
0.998741865158081,0.040008001029491425,-1.5595920085906982
-0.4609566032886505,2.728545665740967,1.0367486476898193
1.691660761833191,15.123024940490723,-2.077587604522705
0.5140031576156616,4.4568915367126465,-1.3564746379852295
-2.027003288269043,17.827566146850586,2.2857601642608643
-0.9280136227607727,16.387277603149414,1.228237509727478
1.1395725011825562,19.3958797454834,-1.51561439037323
-0.6426718831062317,33.98279571533203,1.360979676246643
1.016775131225586,25.23704719543457,-1.5532375574111938
-1.2162986993789673,12.45048999786377,1.7699941396713257
-0.47625792026519775,16.187236785888672,0.6957458853721619
-1.4287593364715576,11.154231071472168,1.6257784366607666
-0.6232045292854309,12.79455852508545,1.2000101804733276
-0.24179260432720184,27.749549865722656,0.7096856832504272
-0.5054523944854736,34.41488265991211,0.9948825836181641
1.4921832084655762,25.541109085083008,-1.9406110048294067
1.7113802433013916,26.5653133392334,-1.912184715270996
-0.742734968662262,6.889378070831299,1.505256175994873
0.13819263875484467,3.480696201324463,-0.4388355016708374
0.4487411081790924,35.78315734863281,-1.2458362579345703
1.7571778297424316,14.066813468933105,-1.9551832675933838
0.5167930722236633,30.750150680541992,-1.212763786315918
1.8919737339019775,20.90018081665039,-2.1367013454437256
-0.5564793348312378,2.512502431869507,1.2585865259170532
-0.872058629989624,6.481296062469482,1.5097523927688599
1.9207353591918945,20.876174926757812,-2.1608362197875977
0.2984694242477417,1.0482096672058105,-0.23355215787887573
-0.27441588044166565,34.742950439453125,0.47923022508621216
0.38586753606796265,0.9681936502456665,-0.39956915378570557
-1.697648286819458,11.954390525817871,2.074171543121338
1.0635600090026855,27.069414138793945,-1.2558003664016724
