t,A,dA_dt
6.913382530212402,0.5561652183532715,0.0003377921530045569
39.59592056274414,0.5561074018478394,0.0004438582982402295
48.29766082763672,0.5563056468963623,8.004115807125345e-05
18.855772018432617,0.5566258430480957,-0.0005079329130239785
29.71794319152832,0.5566552877426147,-0.0005619619623757899
30.018003463745117,0.5565439462661743,-0.0003575396549422294
0.06001200154423714,0.9456624388694763,-0.8393090963363647
4.092818737030029,0.5565600395202637,-0.0003870881046168506
22.68453598022461,0.5568464398384094,-0.0009129660902544856
6.685337066650391,0.5561938881874084,0.0002851360768545419
26.741348266601562,0.556347668170929,2.8698275400529383e-06
24.580915451049805,0.5568301677703857,-0.0008831729064695537
29.09381866455078,0.5562170743942261,0.00024262281658593565
50.97419357299805,0.5562841296195984,0.00011944935977226123
37.85557174682617,0.5561875700950623,0.0002967829932458699
18.675735473632812,0.5565218925476074,-0.00031704577850177884
24.28085708618164,0.5566908717155457,-0.0006273312028497458
16.731346130371094,0.5563848614692688,-6.547902739839628e-05
19.19183921813965,0.5565157532691956,-0.0003057614085264504
41.624324798583984,0.5559972524642944,0.0006460460717789829
51.6223258972168,0.5568013787269592,-0.0008302984060719609
38.31166076660156,0.5563668608665466,-3.238762292312458e-05
39.84796905517578,0.5561320781707764,0.000398621748900041
10.334066390991211,0.5563929677009583,-8.03078874014318e-05
5.221044063568115,0.5563298463821411,3.552714770194143e-05
53.67473602294922,0.5566838383674622,-0.0006143865757621825
21.1002197265625,0.5565151572227478,-0.0003046584315598011
46.12522506713867,0.5567006468772888,-0.0006452586967498064
31.350269317626953,0.5565531253814697,-0.0003743988636415452
3.76875376701355,0.5566869974136353,-0.0006201433134265244
9.721944808959961,0.5565850734710693,-0.0004330512892920524
31.31426239013672,0.5565117597579956,-0.0002983778831548989
1.5723145008087158,0.5773879885673523,-0.03899713233113289
52.11442184448242,0.5562022924423218,0.0002697184099815786
1.452290415763855,0.5825201869010925,-0.048623085021972656
17.93158721923828,0.5561970472335815,0.00027935224352404475
40.604122161865234,0.5567184686660767,-0.0006780287367291749
